"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 21 06:47:36 GMT 2024","Thu Nov 21 06:47:38 GMT 2024","2702","","スモークテスト","","","","Webサイトを開きログインする",""
