"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 22 06:32:30 GMT 2024","Fri Nov 22 06:32:33 GMT 2024","3377","","スモークテスト","","","","Webサイトを開きログインする",""
